Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Female,Loyal Customer,56.0,,Eco,427.0,1,1,1,3,1,2,3.0,,1,1,1,3,1,,,22.0,neutral or dissatisfied
Female,Loyal Customer,36.0,,Business,,5,5,1,5,5,3,,,4,4,4,5,4,,,0.0,satisfied
Male,Loyal Customer,,,Eco,,2,3,2,3,5,2,5.0,,4,1,2,1,4,,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,,Business travel,Business,712.0,4,4,4,4,4,4,4.0,,3,3,4,3,4,4.0,,0.0,satisfied
Female,Loyal Customer,,Personal Travel,Eco,588.0,3,2,3,3,3,4,3.0,,1,3,1,4,1,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,,,Eco,,2,4,2,1,3,4,5.0,,4,2,3,3,4,3.0,,95.0,neutral or dissatisfied
Male,Loyal Customer,,,Eco,,3,5,3,3,2,3,,2.0,3,4,5,1,4,,,0.0,neutral or dissatisfied
Female,Loyal Customer,40.0,,Business,,4,4,4,4,4,3,,,4,4,4,4,4,,,0.0,satisfied
Male,Loyal Customer,35.0,,Business,,1,0,0,3,1,3,2.0,,3,0,3,1,3,2.0,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,29.0,Business travel,Eco,,1,5,5,5,1,1,1.0,,3,5,4,1,4,1.0,9.0,40.0,neutral or dissatisfied
Female,Loyal Customer,49.0,Personal Travel,Business,,3,5,3,1,3,4,3.0,4.0,4,3,4,5,4,1.0,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,,,Business,547.0,5,5,5,5,4,5,5.0,,5,5,5,4,5,,,2.0,satisfied
Male,Loyal Customer,42.0,Business travel,Business,,4,4,1,4,4,2,,,4,5,3,3,4,1.0,0.0,0.0,satisfied
Female,disloyal Customer,45.0,Business travel,Eco,,3,3,3,3,5,3,5.0,,4,5,2,1,3,,,0.0,neutral or dissatisfied
Male,Loyal Customer,47.0,,Business,,0,5,0,1,1,5,,,4,1,1,4,4,3.0,43.0,40.0,satisfied
Male,disloyal Customer,,Business travel,Business,728.0,3,5,3,1,2,3,,,4,3,4,4,5,2.0,,0.0,neutral or dissatisfied
Female,Loyal Customer,19.0,Personal Travel,Eco,,2,3,2,1,4,2,,,2,2,5,5,5,,37.0,41.0,neutral or dissatisfied
Female,Loyal Customer,28.0,Personal Travel,Eco,1045.0,2,5,2,1,3,2,3.0,,3,5,5,4,4,,,0.0,neutral or dissatisfied
Female,Loyal Customer,60.0,Business travel,Business,,2,2,2,2,4,4,5.0,,5,5,4,4,5,,,77.0,satisfied
Female,disloyal Customer,40.0,Business travel,Business,,3,3,3,1,4,3,,,2,3,3,4,2,,0.0,0.0,satisfied
Female,disloyal Customer,,,Eco,,2,2,2,3,2,3,,,4,2,3,3,4,3.0,,87.0,neutral or dissatisfied
Male,Loyal Customer,,,Eco,,3,2,3,3,2,3,,,4,2,4,3,4,2.0,114.0,88.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Business,216.0,0,4,0,4,4,4,,,5,1,1,5,5,,,1.0,satisfied
Male,Loyal Customer,,Business travel,Business,,5,5,5,5,4,4,,,4,4,4,4,4,5.0,14.0,9.0,satisfied
Female,Loyal Customer,37.0,,Business,,3,2,3,3,3,5,5.0,,4,4,4,5,4,4.0,,0.0,satisfied
Male,Loyal Customer,,,Eco,590.0,4,5,3,3,4,3,4.0,,3,5,5,5,4,,,5.0,neutral or dissatisfied
Female,Loyal Customer,,,Eco,,4,4,4,2,1,4,,1.0,3,4,5,4,5,,,0.0,neutral or dissatisfied
Male,Loyal Customer,,,Eco Plus,,2,3,2,2,5,2,5.0,,2,3,3,3,3,,,122.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Business,,2,2,2,2,5,5,5.0,,4,4,4,4,4,,0.0,0.0,satisfied
Male,Loyal Customer,,,Business,,2,2,5,2,5,4,,3.0,3,3,3,4,3,3.0,0.0,4.0,satisfied
Male,Loyal Customer,25.0,Personal Travel,Eco,,3,3,3,2,4,3,4.0,,4,3,3,4,2,,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,35.0,Business travel,Business,,4,4,4,4,2,4,,,3,5,5,3,4,,,0.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Business,,1,5,5,5,3,1,,,1,1,1,3,1,,,49.0,neutral or dissatisfied
Male,Loyal Customer,63.0,,Eco,,2,4,2,4,1,2,1.0,,5,3,4,3,5,1.0,,34.0,neutral or dissatisfied
Female,Loyal Customer,27.0,Business travel,Business,834.0,3,3,3,3,4,4,4.0,,4,5,5,3,5,,,0.0,satisfied
Female,Loyal Customer,20.0,Personal Travel,Business,,3,5,3,5,4,3,,,5,3,4,3,4,,,96.0,neutral or dissatisfied
Female,Loyal Customer,46.0,Business travel,Eco,,2,3,2,3,1,3,,,2,2,2,1,2,,0.0,13.0,neutral or dissatisfied
Male,Loyal Customer,42.0,,Eco,2434.0,3,3,4,4,3,3,3.0,,5,4,4,3,1,3.0,0.0,0.0,neutral or dissatisfied
Female,disloyal Customer,,,Eco,,1,3,1,3,2,1,2.0,,3,3,4,4,4,,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Business,1587.0,5,5,5,5,5,5,,,3,3,4,3,5,,0.0,0.0,satisfied
Female,Loyal Customer,31.0,,Business,,5,5,5,5,4,4,,4.0,3,5,5,3,5,,,0.0,satisfied
Female,Loyal Customer,40.0,Personal Travel,Eco,,2,4,2,1,1,2,1.0,1.0,5,5,4,3,5,,,0.0,neutral or dissatisfied
Female,Loyal Customer,60.0,Business travel,Business,,1,1,1,1,1,1,1.0,,4,4,4,4,4,2.0,,0.0,satisfied
Female,Loyal Customer,57.0,Personal Travel,Eco,,2,4,2,3,3,4,,,3,2,3,4,3,5.0,,15.0,neutral or dissatisfied
Male,Loyal Customer,30.0,Business travel,Eco Plus,,3,3,3,3,3,3,,,4,3,3,4,3,3.0,,0.0,neutral or dissatisfied
Female,disloyal Customer,,,Eco,,1,4,1,3,2,1,4.0,,1,2,3,1,4,,,8.0,neutral or dissatisfied
Male,disloyal Customer,67.0,Personal Travel,Eco,,2,2,2,3,4,2,,,2,4,4,2,3,,,0.0,neutral or dissatisfied
Female,Loyal Customer,63.0,Personal Travel,Eco,,2,4,2,3,4,4,,,2,2,1,2,2,3.0,76.0,57.0,neutral or dissatisfied
Male,Loyal Customer,38.0,Business travel,Business,,5,3,3,3,1,4,3.0,,5,4,5,1,5,,7.0,12.0,neutral or dissatisfied
Male,Loyal Customer,53.0,Business travel,Business,,4,4,4,4,3,4,,,5,5,5,5,5,5.0,,0.0,satisfied
Female,disloyal Customer,24.0,,Eco,,3,2,3,4,3,3,3.0,,1,1,4,4,4,,,17.0,neutral or dissatisfied
Male,Loyal Customer,45.0,Personal Travel,Eco,733.0,4,3,4,3,2,4,2.0,,4,4,2,2,2,,25.0,40.0,neutral or dissatisfied
Male,Loyal Customer,18.0,Business travel,Business,,0,3,0,5,4,4,,,5,3,1,3,2,,,0.0,satisfied
Male,disloyal Customer,,Business travel,Business,321.0,1,1,1,5,5,1,,,3,4,4,5,4,,,0.0,neutral or dissatisfied
Male,Loyal Customer,46.0,,Business,,5,5,5,5,4,4,4.0,,5,4,5,4,4,,,0.0,satisfied
Female,Loyal Customer,40.0,Personal Travel,Eco Plus,,3,4,5,3,1,5,,1.0,4,3,4,3,5,1.0,,0.0,neutral or dissatisfied
Female,disloyal Customer,40.0,Business travel,Business,,2,3,3,3,3,5,,,5,4,3,3,2,,,29.0,neutral or dissatisfied
Male,Loyal Customer,65.0,Business travel,Eco,,2,4,4,4,2,2,,,1,2,4,2,3,,0.0,7.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Business,,3,4,3,3,3,4,,4.0,4,4,5,4,4,,0.0,0.0,satisfied
Female,Loyal Customer,37.0,Business travel,Business,,1,1,5,1,3,1,4.0,5.0,5,5,5,4,5,1.0,,13.0,satisfied
Male,disloyal Customer,26.0,Business travel,Business,1013.0,1,1,1,1,4,1,,,4,3,5,5,4,,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,,,Eco Plus,,2,1,1,1,2,2,2.0,,1,5,3,3,3,,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,,Business travel,Business,838.0,5,5,5,2,4,5,4.0,,3,5,5,5,4,,0.0,0.0,satisfied
Male,Loyal Customer,46.0,,Business,,5,5,2,5,4,4,,,4,4,4,5,4,,,0.0,satisfied
Female,Loyal Customer,28.0,Business travel,Business,,5,5,5,5,5,5,5.0,,3,5,3,4,4,,,0.0,satisfied
Female,Loyal Customer,,Personal Travel,Business,,1,1,1,1,4,2,,,3,1,3,2,3,,,45.0,neutral or dissatisfied
Male,disloyal Customer,20.0,Business travel,Eco,,3,0,3,1,2,3,2.0,2.0,1,2,1,4,5,,6.0,5.0,neutral or dissatisfied
Male,Loyal Customer,61.0,Personal Travel,Eco,,2,3,4,5,4,4,,,5,4,1,5,2,,3.0,2.0,neutral or dissatisfied
Female,disloyal Customer,,,Business,185.0,0,5,0,5,3,0,,,5,4,4,4,5,3.0,0.0,0.0,satisfied
Female,Loyal Customer,8.0,,Eco,,4,2,4,4,2,4,2.0,2.0,4,1,3,2,4,,10.0,0.0,neutral or dissatisfied
Male,disloyal Customer,52.0,,Business,,1,1,1,2,4,1,4.0,,4,3,4,5,4,4.0,1.0,0.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Eco,,5,5,5,5,5,5,5.0,,2,3,2,1,5,,2.0,0.0,satisfied
Male,Loyal Customer,,Personal Travel,Eco,,4,4,4,2,5,4,,,5,2,5,5,5,,0.0,0.0,satisfied
Male,Loyal Customer,67.0,Personal Travel,Eco,1709.0,2,2,2,4,3,2,3.0,,1,2,4,2,3,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,47.0,Business travel,Eco,,3,1,1,1,4,3,,,3,3,3,4,3,1.0,,0.0,neutral or dissatisfied
Male,Loyal Customer,12.0,,Eco,,2,1,2,2,5,2,,,3,2,2,2,3,,,0.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Business,,3,4,4,4,5,3,4.0,,3,3,3,3,3,,,5.0,neutral or dissatisfied
Female,Loyal Customer,50.0,Business travel,Business,,2,4,4,4,5,2,3.0,,2,2,2,4,2,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,20.0,,Business,,2,3,2,2,5,5,,,5,5,5,5,4,5.0,0.0,0.0,satisfied
Male,Loyal Customer,40.0,Business travel,Business,,5,5,5,5,4,4,,,4,5,4,5,4,,,0.0,satisfied
Male,disloyal Customer,,,Eco,,4,3,4,2,1,4,1.0,1.0,1,4,3,3,3,,,16.0,neutral or dissatisfied
Female,Loyal Customer,40.0,,Business,,2,5,5,5,3,3,4.0,,2,2,2,1,2,,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Eco,,2,5,3,5,2,2,2.0,,1,4,3,1,3,,,0.0,neutral or dissatisfied
Female,Loyal Customer,,,Business,,0,0,0,2,5,5,,,2,4,4,5,2,3.0,,0.0,satisfied
Female,Loyal Customer,,Business travel,Business,,3,3,3,3,2,5,,,4,4,4,5,4,,,0.0,satisfied
Male,disloyal Customer,27.0,,Business,358.0,2,2,2,3,1,2,1.0,,2,2,3,3,1,1.0,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,22.0,Personal Travel,Eco,,2,4,2,2,3,2,3.0,,2,2,3,4,2,,,0.0,neutral or dissatisfied
Male,Loyal Customer,45.0,,Eco Plus,,2,5,2,3,5,2,,,5,2,4,4,5,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,18.0,Business travel,Business,,2,2,2,2,4,4,4.0,,3,4,4,3,2,4.0,0.0,0.0,satisfied
Female,Loyal Customer,38.0,Business travel,Business,,3,3,3,3,3,3,3.0,,3,3,3,4,3,1.0,,54.0,neutral or dissatisfied
Male,disloyal Customer,27.0,Business travel,Business,,0,0,0,2,2,0,,,3,4,5,5,4,2.0,,62.0,satisfied
Male,Loyal Customer,42.0,,Business,,2,2,2,2,5,5,5.0,,3,4,3,5,3,5.0,0.0,0.0,satisfied
Female,Loyal Customer,36.0,Business travel,Eco Plus,,4,4,4,4,4,4,,,2,1,3,1,4,4.0,0.0,3.0,neutral or dissatisfied
Male,Loyal Customer,42.0,Business travel,Business,,4,2,2,2,3,3,3.0,,4,4,4,1,4,,,0.0,neutral or dissatisfied
Male,Loyal Customer,53.0,Business travel,Business,3636.0,2,2,2,2,3,5,,,5,4,5,4,5,3.0,,43.0,satisfied
Male,disloyal Customer,,,Eco,448.0,2,2,2,4,3,2,,,3,3,3,1,4,3.0,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,51.0,,Business,,2,2,2,2,2,5,5.0,4.0,4,4,4,4,4,3.0,0.0,0.0,satisfied
Male,Loyal Customer,48.0,Business travel,Business,3081.0,1,1,1,1,3,1,,,4,4,4,4,4,,,0.0,satisfied
Male,disloyal Customer,,Business travel,Eco,,2,2,2,2,2,2,,2.0,4,2,3,2,2,2.0,,10.0,neutral or dissatisfied
Female,Loyal Customer,27.0,Business travel,Business,,1,1,1,1,4,4,4.0,,3,5,5,4,4,,,0.0,satisfied
Female,Loyal Customer,37.0,Business travel,Business,1666.0,3,3,3,3,2,2,,,5,5,5,1,5,,,27.0,satisfied
Female,Loyal Customer,39.0,Business travel,Business,,5,5,3,5,3,2,1.0,,5,4,5,5,5,2.0,,0.0,satisfied
Female,Loyal Customer,36.0,,Business,,1,1,1,1,3,5,4.0,,5,5,5,3,5,,,0.0,satisfied
Female,Loyal Customer,36.0,Business travel,Business,,2,2,2,2,3,4,,,5,5,5,5,5,3.0,,0.0,satisfied
Male,Loyal Customer,48.0,Business travel,Business,,2,2,2,2,4,4,,,4,4,4,4,4,5.0,,0.0,satisfied
Female,Loyal Customer,,,Business,3639.0,3,2,2,2,5,1,,,3,3,3,1,3,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,56.0,Business travel,Business,2176.0,3,3,3,3,5,5,,,2,5,5,5,3,5.0,,161.0,satisfied
Female,disloyal Customer,29.0,,Eco,,2,1,2,2,5,2,5.0,5.0,3,3,1,3,2,,33.0,19.0,neutral or dissatisfied
Male,Loyal Customer,50.0,Personal Travel,Eco,,2,5,2,1,2,2,,,4,5,4,4,5,2.0,,27.0,neutral or dissatisfied
Female,Loyal Customer,48.0,Business travel,Business,,1,1,1,1,3,4,4.0,4.0,4,4,4,3,4,,0.0,7.0,satisfied
Female,Loyal Customer,,Personal Travel,Eco Plus,,2,1,2,3,5,2,,,3,4,4,2,3,,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Business,,5,5,5,5,4,5,4.0,,4,5,4,5,4,5.0,,0.0,satisfied
Male,Loyal Customer,,Personal Travel,Eco,,1,4,1,4,3,1,,,2,1,4,5,3,,,8.0,neutral or dissatisfied
Male,Loyal Customer,,,Business,,2,2,2,2,4,4,5.0,,4,4,4,3,4,5.0,0.0,6.0,satisfied
Male,Loyal Customer,40.0,,Business,,0,4,0,5,4,4,,4.0,4,4,4,3,4,,,0.0,satisfied
Male,Loyal Customer,61.0,,Eco,,2,5,5,5,2,2,,,3,1,5,1,2,,42.0,31.0,satisfied
Female,Loyal Customer,,,Business,,1,1,2,1,5,5,5.0,,4,5,4,4,5,5.0,,0.0,satisfied
Male,Loyal Customer,14.0,Personal Travel,Eco,,1,5,0,2,2,0,,2.0,5,2,5,4,4,,14.0,12.0,neutral or dissatisfied
Male,Loyal Customer,34.0,,Eco,,3,4,3,4,4,3,4.0,,3,5,4,5,5,,,11.0,neutral or dissatisfied
Male,Loyal Customer,,,Business,1891.0,4,4,4,4,4,4,,,4,4,4,5,4,5.0,,0.0,satisfied
Male,Loyal Customer,16.0,,Eco,,1,3,1,3,1,1,1.0,,3,2,3,2,3,,,26.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Eco,1587.0,5,4,4,4,1,4,3.0,,5,5,5,2,5,3.0,0.0,0.0,satisfied
Male,Loyal Customer,,Personal Travel,Eco,,3,5,3,5,5,3,,5.0,5,3,5,5,3,,7.0,24.0,neutral or dissatisfied
Male,Loyal Customer,35.0,Business travel,Business,,1,1,5,1,1,5,2.0,,5,4,5,5,5,,,0.0,satisfied
Female,Loyal Customer,53.0,Personal Travel,Eco,,3,5,3,3,5,1,,2.0,2,3,2,1,2,,,5.0,neutral or dissatisfied
Male,Loyal Customer,25.0,Business travel,Business,2503.0,3,1,1,1,3,3,3.0,1.0,4,4,3,3,2,,,150.0,neutral or dissatisfied
Male,Loyal Customer,41.0,Business travel,Business,,3,3,2,3,5,4,5.0,,4,4,4,4,4,,,0.0,satisfied
Male,disloyal Customer,42.0,,Eco,,3,3,3,1,2,3,2.0,,1,2,4,3,5,2.0,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,52.0,Personal Travel,Eco,,4,3,4,3,4,4,4.0,,5,5,5,2,4,4.0,,0.0,neutral or dissatisfied
Female,disloyal Customer,36.0,Business travel,Business,,3,3,3,3,2,3,,,5,5,4,5,5,2.0,5.0,4.0,neutral or dissatisfied
Male,Loyal Customer,41.0,Business travel,Business,,3,3,3,3,2,2,3.0,,5,5,5,1,5,3.0,,0.0,satisfied
Female,Loyal Customer,36.0,Business travel,Business,,1,1,1,1,2,5,,,5,5,5,3,5,,,0.0,satisfied
Female,Loyal Customer,65.0,Personal Travel,Eco,,5,4,5,3,2,1,,,5,5,5,2,5,4.0,13.0,2.0,satisfied
Male,Loyal Customer,64.0,Personal Travel,Eco,,2,1,2,2,4,2,,,3,4,2,1,2,,19.0,18.0,neutral or dissatisfied
Female,Loyal Customer,45.0,Business travel,Business,,4,4,4,4,2,4,5.0,,4,4,4,5,4,,,0.0,satisfied
Male,Loyal Customer,52.0,Business travel,Business,109.0,2,2,2,2,1,1,4.0,,4,4,4,2,4,,,0.0,satisfied
Male,Loyal Customer,42.0,Business travel,Business,,2,3,3,3,3,4,3.0,,2,3,2,3,2,,53.0,75.0,neutral or dissatisfied
Male,Loyal Customer,,Personal Travel,Eco,,4,2,0,3,5,0,,,4,5,3,3,4,5.0,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,,,Business,,2,2,2,2,3,4,5.0,,4,4,4,5,4,3.0,,1.0,satisfied
Female,Loyal Customer,14.0,Business travel,Business,1558.0,3,3,3,3,4,4,4.0,4.0,3,4,5,3,4,4.0,,0.0,satisfied
Female,Loyal Customer,,Business travel,Business,,3,4,4,4,3,4,,,2,2,3,3,2,4.0,25.0,23.0,neutral or dissatisfied
Female,Loyal Customer,,Personal Travel,Eco,,5,5,5,3,2,4,4.0,,4,5,4,4,4,,0.0,0.0,satisfied
Male,Loyal Customer,64.0,,Eco,1099.0,3,2,3,3,1,3,1.0,,4,5,3,4,4,,,3.0,neutral or dissatisfied
Female,Loyal Customer,31.0,,Eco,241.0,1,5,1,4,3,1,3.0,,3,3,4,4,5,3.0,,0.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Eco Plus,432.0,2,1,1,1,2,2,2.0,,3,3,4,3,4,2.0,18.0,22.0,neutral or dissatisfied
Male,Loyal Customer,54.0,Business travel,Business,,5,5,3,5,5,5,4.0,,4,5,4,4,4,5.0,0.0,0.0,satisfied
Female,disloyal Customer,21.0,,Eco,,3,2,3,4,1,3,,,1,3,4,4,4,,,28.0,neutral or dissatisfied
Male,Loyal Customer,66.0,Personal Travel,Eco,1565.0,4,3,4,4,2,4,,,2,2,3,3,4,,0.0,2.0,neutral or dissatisfied
Female,disloyal Customer,21.0,Business travel,Eco,,1,4,1,3,5,1,1.0,5.0,1,4,4,1,3,,,0.0,neutral or dissatisfied
Male,Loyal Customer,27.0,,Business,,1,1,2,1,4,4,4.0,,4,5,4,5,5,4.0,,0.0,satisfied
Male,disloyal Customer,35.0,Business travel,Eco,,3,5,2,2,5,2,,,3,3,1,2,2,5.0,,4.0,neutral or dissatisfied
Male,Loyal Customer,,Business travel,Business,,2,2,2,2,2,2,,2.0,2,1,4,1,4,,,37.0,neutral or dissatisfied
Female,Loyal Customer,47.0,Business travel,Business,,3,3,3,3,2,2,5.0,,4,4,4,3,4,,,0.0,satisfied
Male,disloyal Customer,,Business travel,Eco,,1,1,1,5,5,1,5.0,,5,4,1,4,2,5.0,0.0,0.0,neutral or dissatisfied
Female,disloyal Customer,36.0,Business travel,Eco,,1,1,1,3,3,1,3.0,,2,3,4,1,4,,,0.0,neutral or dissatisfied
Female,disloyal Customer,38.0,,Eco,,3,3,3,1,2,3,,,4,3,5,1,2,,,0.0,neutral or dissatisfied
Female,disloyal Customer,39.0,,Eco,,1,0,1,4,4,1,4.0,,1,3,3,2,3,,,0.0,neutral or dissatisfied
Male,disloyal Customer,,,Eco,,2,2,2,3,1,2,,,3,2,4,4,3,,,0.0,neutral or dissatisfied
Male,Loyal Customer,57.0,,Business,3936.0,2,2,2,2,3,5,,,4,5,4,4,4,5.0,0.0,0.0,satisfied
Female,Loyal Customer,42.0,Business travel,Business,1444.0,2,2,2,2,2,4,4.0,,5,5,5,5,5,,11.0,0.0,satisfied
Female,Loyal Customer,35.0,Personal Travel,Business,,3,4,3,3,4,5,5.0,,5,3,5,4,5,5.0,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,62.0,Business travel,Eco,,3,1,1,1,2,3,,,3,4,3,1,3,2.0,5.0,3.0,neutral or dissatisfied
Female,Loyal Customer,8.0,Personal Travel,Eco,,3,2,4,4,3,4,3.0,,2,1,4,3,4,,,16.0,neutral or dissatisfied
Male,Loyal Customer,44.0,,Eco,,1,4,1,1,1,1,1.0,,4,3,4,4,4,,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,17.0,,Business,,4,4,4,4,4,4,4.0,,3,3,4,3,4,4.0,,1.0,satisfied
Male,Loyal Customer,,Business travel,Business,1620.0,2,2,4,2,2,3,5.0,,4,4,4,5,4,,0.0,0.0,satisfied
Female,disloyal Customer,62.0,,Eco Plus,,1,1,1,1,3,1,3.0,3.0,3,4,5,1,4,3.0,0.0,5.0,neutral or dissatisfied
Male,Loyal Customer,,,Business,,1,1,1,1,5,4,5.0,5.0,5,5,5,3,5,,27.0,24.0,satisfied
Female,Loyal Customer,49.0,,Business,2125.0,4,4,4,4,2,5,4.0,,4,4,4,5,4,,,0.0,satisfied
Male,Loyal Customer,52.0,Business travel,Business,3356.0,4,4,5,4,5,5,,,4,4,4,3,4,,,94.0,satisfied
Female,Loyal Customer,47.0,,Business,,4,4,5,4,2,4,5.0,,5,5,5,5,5,5.0,0.0,0.0,satisfied
Male,Loyal Customer,,Personal Travel,Eco,,3,5,3,5,1,3,,,3,3,4,3,4,1.0,,0.0,neutral or dissatisfied
Male,Loyal Customer,68.0,Business travel,Business,3534.0,1,1,1,1,5,4,5.0,,5,5,5,5,5,4.0,,0.0,satisfied
Female,Loyal Customer,48.0,,Business,,1,1,1,1,4,4,,,3,4,5,4,5,4.0,,10.0,satisfied
Male,Loyal Customer,,,Business,,3,3,3,3,4,4,,,4,1,3,4,4,,0.0,0.0,satisfied
Male,Loyal Customer,70.0,,Eco,1121.0,3,5,3,1,1,3,,,5,4,4,5,5,1.0,12.0,24.0,neutral or dissatisfied
Female,Loyal Customer,,,Business,,4,4,4,4,5,4,5.0,,4,4,4,3,4,5.0,,0.0,satisfied
Male,Loyal Customer,,,Business,,3,3,3,3,5,4,5.0,,1,2,1,3,2,5.0,79.0,99.0,satisfied
Female,Loyal Customer,49.0,Personal Travel,Eco,,1,5,2,3,3,5,4.0,,4,2,1,5,4,,,15.0,neutral or dissatisfied
Female,Loyal Customer,44.0,,Business,,3,3,3,3,5,4,4.0,5.0,5,5,4,5,5,,,29.0,satisfied
Male,Loyal Customer,,Business travel,Business,,5,5,5,5,3,4,,,4,4,4,5,4,,4.0,0.0,satisfied
Male,Loyal Customer,42.0,Business travel,Business,,3,3,3,3,1,3,3.0,,3,3,3,1,3,,,1.0,neutral or dissatisfied
Male,Loyal Customer,32.0,Business travel,Business,,2,2,5,2,2,2,,,4,5,4,3,4,,,4.0,neutral or dissatisfied
Male,Loyal Customer,45.0,,Business,,3,3,4,3,5,4,3.0,,3,3,3,1,3,1.0,,0.0,neutral or dissatisfied
Female,Loyal Customer,47.0,Business travel,Business,,3,4,4,4,3,3,,,2,3,3,3,3,,0.0,9.0,neutral or dissatisfied
Male,disloyal Customer,43.0,Business travel,Business,,2,1,1,1,5,2,5.0,,3,5,4,5,5,,,0.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Business,325.0,1,3,3,3,1,1,1.0,,4,1,4,3,4,,,0.0,neutral or dissatisfied
Female,Loyal Customer,,Business travel,Eco Plus,,3,3,4,4,1,3,4.0,3.0,3,3,3,4,3,,99.0,93.0,neutral or dissatisfied
Female,Loyal Customer,61.0,Personal Travel,Eco Plus,,3,1,3,3,5,4,,,4,3,4,1,4,,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,,,Business,,3,3,4,3,2,5,5.0,,5,5,5,4,5,3.0,,2.0,satisfied
Female,Loyal Customer,,Business travel,Business,373.0,3,5,5,5,3,3,,3.0,4,2,4,3,4,,,0.0,neutral or dissatisfied
Female,Loyal Customer,32.0,Business travel,Eco,1145.0,4,1,1,1,4,4,4.0,,4,2,2,4,2,,17.0,17.0,neutral or dissatisfied
Female,disloyal Customer,54.0,Business travel,Business,,3,2,2,4,4,3,,,3,4,4,3,5,,8.0,3.0,satisfied
Female,Loyal Customer,,Business travel,Eco,,5,5,5,5,2,4,,,5,5,5,2,5,,,44.0,satisfied
Male,disloyal Customer,24.0,,Eco,,3,3,3,2,4,3,,,5,5,3,4,4,,,0.0,neutral or dissatisfied
Female,disloyal Customer,,,Eco,,4,5,4,1,4,4,,,4,1,3,3,5,,,0.0,neutral or dissatisfied
Female,Loyal Customer,7.0,,Eco,,1,5,1,2,2,1,,,5,2,5,4,5,,,2.0,neutral or dissatisfied
Female,Loyal Customer,53.0,Business travel,Business,,1,4,4,4,3,2,2.0,,1,1,1,2,1,,,34.0,neutral or dissatisfied
Female,Loyal Customer,45.0,,Business,2734.0,4,4,4,4,3,5,5.0,,5,5,4,4,5,,,8.0,satisfied
Male,Loyal Customer,68.0,Personal Travel,Eco,1123.0,3,5,3,1,1,3,1.0,,5,2,4,4,5,1.0,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,,Personal Travel,Eco,,3,3,3,3,4,3,,,4,5,4,1,4,,,8.0,neutral or dissatisfied
Male,Loyal Customer,,,Business,,4,4,4,4,4,5,,,5,5,5,1,5,,53.0,55.0,satisfied
Female,disloyal Customer,38.0,Business travel,Business,,4,4,4,3,4,4,,,3,2,4,3,5,4.0,,0.0,satisfied
Female,Loyal Customer,36.0,,Eco,,2,4,2,3,3,2,,,3,3,4,4,4,,31.0,10.0,neutral or dissatisfied
Male,disloyal Customer,,Business travel,Business,,4,4,4,3,1,4,1.0,1.0,4,2,4,3,4,,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,,Business travel,Business,859.0,1,4,1,1,5,1,5.0,,4,4,5,5,5,5.0,,0.0,neutral or dissatisfied
Male,disloyal Customer,47.0,Business travel,Eco,996.0,4,4,4,2,1,4,,,5,5,4,5,2,,,0.0,satisfied
Female,Loyal Customer,31.0,,Eco,,1,1,1,1,1,2,1.0,,2,2,3,4,3,,,11.0,neutral or dissatisfied
Male,Loyal Customer,38.0,,Eco,373.0,1,3,1,4,4,1,,,4,4,1,3,1,,,0.0,neutral or dissatisfied
